id,wrkstat,marital,agewed,sibs,childs,age,birthmo,zodiac,educ,degree,padeg,madeg,sex,race,rincom91
1374,1,1,22,2,2,39,3,1,13,1,1,1,2,1,9
1375,2,4,24,3,1,50,11,9,13,1,1,1,2,1,8
1377,1,5,0,5,0,43,10,7,18,3,7,1,2,1,10
1378,1,5,0,1,0,34,3,12,18,3,7,4,1,1,15
1379,1,1,16,8,6,57,1,11,11,1,7,0,2,1,9
1381,1,5,0,2,0,48,10,7,14,1,3,1,1,1,22
1382,3,3,19,3,2,48,3,12,14,1,3,1,2,1,22
1383,1,5,0,3,0,28,11,8,16,3,7,1,1,1,11
1384,1,3,25,6,0,42,11,8,18,4,1,1,2,3,19
1386,2,1,20,3,2,32,12,9,12,1,1,1,2,1,13
1388,6,1,19,1,1,24,9,7,14,2,1,1,2,1,8
1389,1,1,23,0,3,57,11,8,20,3,1,2,1,1,21
1390,1,3,20,5,2,55,3,12,12,1,8,8,1,1,10
1391,1,1,32,2,0,35,7,4,12,1,3,1,2,1,12
1393,1,1,21,1,2,34,10,7,12,1,3,0,1,1,15
1394,2,1,22,2,2,28,10,7,13,1,3,1,2,1,6
1395,1,5,0,2,0,21,8,5,13,0,0,1,1,1,15
1397,1,3,25,9,2,32,1,11,17,3,0,1,2,1,9
1398,8,3,22,5,3,58,1,10,12,1,0,0,2,1,3
1399,1,5,0,1,0,28,6,4,13,1,3,1,1,1,16
1403,3,1,26,1,2,40,3,12,12,1,1,1,1,1,10
1405,1,1,20,6,2,42,8,5,14,1,0,0,2,1,19
1406,2,1,20,2,2,36,2,12,12,1,0,1,2,1,2
1410,1,1,25,0,1,57,11,9,17,3,0,3,1,1,20
1411,1,1,19,1,3,53,12,9,14,2,0,1,1,1,20
1412,2,1,26,2,4,66,7,4,12,0,0,0,2,1,9
1413,1,1,29,2,2,42,4,1,16,3,7,1,1,1,19
1414,1,1,18,2,2,60,12,9,13,1,7,0,1,1,18
1416,1,3,26,0,1,48,1,10,16,3,1,1,2,1,15
1418,1,1,38,7,0,41,8,5,16,3,3,3,1,1,9
1421,1,1,31,3,1,34,9,7,14,2,4,1,1,1,14
1423,1,1,25,2,1,30,10,7,17,4,4,1,1,1,15
1424,1,5,0,1,0,22,7,4,12,1,0,1,2,1,1
1425,8,1,27,2,0,40,10,7,14,1,7,1,2,1,11
1427,1,1,18,4,4,36,11,9,13,1,0,0,2,1,10
1428,8,5,0,5,0,19,8,5,11,0,1,1,2,1,1
1430,1,5,0,2,0,38,4,1,12,1,0,1,1,1,16
1431,1,5,0,2,0,29,12,9,12,1,0,1,2,1,14
1432,1,1,24,1,2,43,6,4,16,3,0,0,1,1,14
1433,2,1,17,13,3,28,8,5,15,1,0,7,2,1,6
1440,2,2,23,7,0,43,8,5,8,0,8,8,1,1,1
1443,1,3,19,3,2,36,7,4,9,0,0,0,1,1,11
1444,1,3,17,6,2,46,1,10,12,1,7,0,2,1,16
1445,1,1,29,2,2,36,8,5,10,1,7,1,1,1,16
1447,1,3,20,3,2,46,2,11,13,1,1,1,2,1,10
1449,1,1,22,2,3,50,7,4,13,1,1,1,1,1,19
1453,1,5,0,2,0,24,9,6,16,2,1,1,1,1,11
1454,2,5,0,2,0,26,9,6,17,3,4,3,1,1,4
1455,1,5,0,2,0,24,11,8,16,3,1,1,2,1,13
1457,2,1,21,5,3,42,6,3,15,2,1,0,2,3,5
1462,1,3,18,4,3,29,1,10,12,1,1,1,2,1,12
1463,1,3,29,2,1,37,9,6,15,1,1,3,2,1,10
1465,1,1,29,5,3,37,12,9,17,3,7,3,2,1,3
1466,2,5,0,2,0,26,1,10,19,3,3,3,2,1,10
1467,1,3,31,2,3,46,9,7,12,1,1,1,1,1,14
1474,1,5,0,3,1,29,3,12,12,1,8,1,1,1,8
1476,1,3,21,5,3,39,3,12,16,3,1,0,1,1,16
1480,1,1,27,7,0,31,10,8,15,1,0,7,1,1,16
1481,1,3,20,5,2,31,4,2,13,1,0,3,2,1,9
1482,1,1,20,1,2,55,6,3,16,3,7,1,1,1,18
1483,1,3,24,3,1,28,5,3,12,1,1,1,1,1,12
1485,2,5,0,2,0,22,2,11,12,1,4,1,1,1,9
1486,1,3,23,3,0,30,8,5,14,2,1,1,2,1,12
1488,6,5,0,2,0,25,3,12,15,2,1,1,1,1,5
1489,2,5,0,1,0,19,4,1,12,1,1,1,1,1,4
1490,1,2,19,0,3,62,9,6,18,4,4,3,2,1,18
1491,1,1,29,8,3,47,1,10,12,1,0,0,1,1,16
1492,1,2,23,9,5,51,8,5,12,1,0,0,2,2,7
1497,7,3,15,3,4,50,5,3,10,1,0,0,2,1,5
1498,1,1,18,4,2,35,10,7,12,1,1,0,2,1,3
1501,1,1,30,3,0,40,6,3,12,1,0,0,2,1,7
1502,1,3,19,10,3,38,8,5,10,0,0,0,1,1,12
1504,1,3,21,1,0,47,4,1,14,1,1,1,2,1,17
1505,1,5,0,3,0,36,7,5,18,4,3,1,2,1,17
1506,5,2,18,7,1,65,2,11,8,0,0,8,2,1,2
1508,1,1,21,8,4,54,2,11,11,0,0,0,1,1,16
1509,1,1,21,3,0,62,3,12,8,0,0,0,1,1,10
1510,1,1,17,2,3,62,7,4,7,0,7,0,1,1,12
1511,1,5,0,4,1,20,3,1,12,1,0,7,1,2,8
1512,2,3,18,3,3,63,8,5,13,1,8,8,2,1,9
1513,2,1,22,1,2,64,8,5,8,0,7,0,1,1,2
1515,1,1,32,7,1,33,5,3,9,1,1,1,1,1,9
1518,2,1,24,3,0,70,2,11,8,0,0,8,1,1,3
1519,1,1,24,2,0,39,2,12,12,1,0,0,1,1,10
1520,4,5,0,1,0,20,7,4,12,1,1,1,2,1,2
1521,2,4,31,3,2,37,1,10,12,1,8,0,2,1,1
1524,2,1,16,3,5,66,12,9,7,0,0,0,2,1,6
1527,1,1,29,3,0,54,12,10,16,3,0,1,2,1,18
1528,4,5,0,7,0,30,5,2,11,0,7,0,1,2,5
1529,1,1,19,2,2,49,9,6,12,1,7,1,1,1,16
1530,1,1,24,6,2,44,1,10,18,4,0,0,1,2,18
1531,1,3,19,7,5,51,12,10,6,0,0,0,1,2,9
1535,5,1,21,8,4,60,12,9,12,1,0,0,1,1,11
1538,8,1,29,4,0,52,8,5,8,0,0,7,1,2,4
1539,1,1,24,4,2,41,12,9,12,1,0,0,1,2,19
1541,1,3,19,0,0,30,7,4,12,1,1,1,2,1,14
1542,1,1,22,2,1,31,8,5,14,2,3,2,2,1,11
1543,1,1,21,4,3,61,3,1,12,1,7,0,1,1,19
1544,1,1,19,6,1,42,4,2,12,1,0,0,2,1,10
1546,1,5,0,1,0,23,7,4,16,3,2,3,2,1,6
1547,2,5,0,2,0,23,8,5,15,2,1,1,1,1,8
1548,1,1,25,3,1,37,7,4,16,3,7,1,1,1,18
1550,2,1,21,2,5,40,11,8,16,2,0,1,2,1,12
1552,1,5,0,7,0,75,8,6,8,0,0,0,1,1,5
1555,1,1,21,4,0,26,10,7,17,3,1,0,2,1,10
1556,7,3,17,3,2,33,4,1,12,1,1,0,2,1,6
1558,4,5,0,1,4,29,9,6,13,1,1,1,1,2,8
1560,1,3,19,13,0,44,1,10,12,1,7,0,2,1,9
1563,1,1,20,2,1,26,2,12,12,1,1,8,1,1,12
1568,1,5,0,3,0,50,3,12,12,1,0,0,1,1,15
1572,1,1,19,4,2,47,12,9,12,1,0,1,2,1,14
1573,1,1,21,4,3,58,2,12,18,4,0,0,1,1,18
1575,2,1,18,1,2,29,8,5,13,1,1,1,2,1,4
1581,1,3,26,4,0,25,6,4,17,2,1,1,2,1,13
1585,1,1,32,3,0,33,6,4,17,3,3,4,1,1,14
1586,1,3,18,3,1,41,6,4,14,1,1,1,2,1,17
1591,7,1,17,7,4,46,11,8,14,1,0,1,2,1,4
1594,7,1,99,9,3,23,6,3,10,0,1,1,2,1,1
1596,1,1,19,10,3,38,3,12,15,2,0,1,2,1,13
1598,1,1,22,1,0,48,4,1,12,1,1,0,2,1,15
1600,1,3,21,1,2,47,3,1,12,1,1,0,2,1,15
1601,1,1,22,1,0,28,11,8,17,4,1,1,1,1,18
1602,3,1,24,2,1,28,8,5,16,3,3,1,1,2,16
1603,1,5,0,5,0,53,1,10,20,4,1,1,1,1,18
1604,1,1,25,3,3,35,10,7,17,3,1,3,1,1,18
1605,3,1,22,3,0,25,8,5,16,3,1,1,1,1,14
